Date,Stock,Open,High,Low,Close,Volume,Momentum_20d,Daily_Return,Volatility_20d
2023-01-02,ASIANPAINT,100.18152576514956,100.36962648975828,98.97239545774762,99.75084206843393,3875235.0,,,
2023-01-03,ASIANPAINT,99.11372241899464,100.10310149100906,98.76863262069678,99.32364633568892,185639.0,,-0.004282627834378827,
2023-01-04,ASIANPAINT,98.34834546346708,99.59631130051068,97.24447821211882,98.41032994121744,1881337.0,,-0.009195357079266886,
2023-01-05,ASIANPAINT,96.33549652563184,97.22655717868427,95.66310274990236,96.64882254343613,1082748.0,,-0.017899618859458122,
2023-01-06,ASIANPAINT,97.0596531967554,98.58340922674056,96.90908849514996,97.4210506448517,2534575.0,,0.00799004148310778,
2023-01-09,ASIANPAINT,97.8069136120236,99.49905576433018,97.48732060427854,98.09824464338487,4459826.0,,0.006951208122378816,
2023-01-10,ASIANPAINT,98.62886699091652,100.04458995306804,97.37601773280362,98.57521966204956,2309185.0,,0.0048622176716681675,
2023-01-11,ASIANPAINT,96.15611883061008,96.45372238024548,95.17341884615418,95.73709017921996,1617786.0,,-0.028791510610472915,
2023-01-12,ASIANPAINT,95.3860756550357,96.80877443174738,94.19391341029652,95.5598764751395,1434127.0,,-0.0018510454385934905,
2023-01-13,ASIANPAINT,96.01282090353769,97.61578340003524,95.37808667390976,96.1894129513297,3244766.0,,0.006587874528636295,
2023-01-16,ASIANPAINT,97.5401066591364,98.06733538309896,96.88729960181313,97.47596607224952,3883459.0,,0.013375205040192961,
2023-01-17,ASIANPAINT,97.63162339847122,98.68890428926728,96.51512330261002,97.77488068077808,4935393.0,,0.003066546766071543,
2023-01-18,ASIANPAINT,98.37918924486402,99.3881829637522,96.944345962427,97.96877319688004,4490861.0,,0.0019830503985476255,
2023-01-19,ASIANPAINT,97.16777869515674,97.99271815076932,96.4832906201352,97.28993065251449,4644519.0,,-0.006929172655876115,
2023-01-20,ASIANPAINT,97.65892849685292,99.10224692812128,96.7623879026642,97.66848624433344,2526562.0,,0.0038910048478810744,
2023-01-23,ASIANPAINT,97.4650424394197,98.45884522653708,96.91024075984448,97.4316531554493,4750722.0,,-0.002424866996419528,
2023-01-24,ASIANPAINT,96.98435559994384,97.30218088735091,95.53958926727393,96.70228780481337,2782906.0,,-0.007485917841014711,
2023-01-25,ASIANPAINT,95.60876844781846,96.4947398251591,94.67908881944014,95.54486250840358,235195.0,,-0.011968954640928064,
2023-01-26,ASIANPAINT,94.3383016833215,95.42540777864124,93.38510901344604,94.59914658317416,561982.0,,-0.00989813476518675,
2023-01-27,ASIANPAINT,94.5480544161708,95.70627137009625,93.79589606359188,94.92406720954445,340784.0,,0.003434709911305678,
2023-01-30,ASIANPAINT,93.97396429334604,94.57766532229074,92.38493556074732,93.53618974665706,3264626.0,-0.06230175297681506,-0.014620922845874906,0.010308966833401602
2023-01-31,ASIANPAINT,93.54364497037224,94.225674666485,91.94918926472867,93.24208197573311,2631435.0,-0.06122977341570457,-0.0031443206284170744,0.0103055861844672
2023-02-01,ASIANPAINT,94.07285651538008,95.53185846471126,93.41873322671492,94.54989130509117,479318.0,-0.03922798184329024,0.014025955895090592,0.010875463364530668
2023-02-02,ASIANPAINT,93.43730189186184,93.7039146386414,92.1970469782964,93.11577290753829,3366860.0,-0.03655553728355054,-0.015167848188479716,0.01067989876099983
2023-02-03,ASIANPAINT,93.65562845752191,94.8673488446443,92.67510310188251,93.56503066361716,4611621.0,-0.03958097306188635,0.004824722407931636,0.01054975485544355
2023-02-06,ASIANPAINT,94.13110437960574,95.0936494599266,93.49262803780594,94.1122101445708,2874942.0,-0.04063308689471923,0.005848119506536964,0.010503474702837166
2023-02-07,ASIANPAINT,93.33314753695824,95.14182418663654,92.54147494477844,93.82091835793469,2795605.0,-0.04823018726627537,-0.003095154031433789,0.010379065423822609
2023-02-08,ASIANPAINT,94.72391760085064,95.76764818601718,93.18194510271162,94.44305354446624,1419946.0,-0.01351656533879697,0.006631092483640577,0.008492388062494282
2023-02-09,ASIANPAINT,93.95308104386788,95.07215135447468,93.5087176625411,94.25501602962665,2411952.0,-0.013654898830392725,-0.0019910147732682404,0.008493491077360993
2023-02-10,ASIANPAINT,95.27827405285971,95.55463914347324,93.6876109269675,95.05029283966564,1414595.0,-0.011842468694974073,0.00843750119133202,0.008586047279344986
2023-02-13,ASIANPAINT,93.49807764742408,95.39345507751636,92.89320614226764,93.98220940005824,4965741.0,-0.03584223694281419,-0.01123703470760573,0.008240414819418005
2023-02-14,ASIANPAINT,96.16761274250412,97.13195378592415,94.89257225044337,95.87125909283792,4891190.0,-0.019469434017058362,0.020100077502311908,0.009545739844945174
